   107
  0.0000E+00  0.0000E+00  2.7955E+02  1.2016E+00  0.0000E+00  7.6843E+11  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  6.9134E-06  2.2361E-02  2.7955E+02  1.2016E+00  2.8820E-07  2.5498E+07  0.0000E+00  0.0000E+00  3.6682E-11  0.0000E+00
  1.4242E-05  4.6228E-02  2.7955E+02  1.2016E+00  2.9674E-06  6.0443E+06  0.0000E+00  0.0000E+00  1.6046E-09  0.0000E+00
  2.2010E-05  7.1712E-02  2.7955E+02  1.2016E+00  1.2317E-05  2.5357E+06  0.0000E+00  0.0000E+00  1.5994E-08  0.0000E+00
  3.0244E-05  9.8933E-02  2.7955E+02  1.2016E+00  3.4961E-05  1.3443E+06  0.0000E+00  0.0000E+00  8.6314E-08  0.0000E+00
  3.8972E-05  1.2802E-01  2.7955E+02  1.2016E+00  8.0492E-05  8.1006E+05  0.0000E+00  0.0000E+00  3.3251E-07  0.0000E+00
  4.8224E-05  1.5911E-01  2.7955E+02  1.2016E+00  1.6231E-04  5.2926E+05  0.0000E+00  0.0000E+00  1.0351E-06  0.0000E+00
  5.8030E-05  1.9237E-01  2.7955E+02  1.2016E+00  2.9868E-04  3.6764E+05  0.0000E+00  0.0000E+00  2.7673E-06  0.0000E+00
  6.8426E-05  2.2795E-01  2.7955E+02  1.2016E+00  5.1451E-04  2.6536E+05  0.0000E+00  0.0000E+00  6.6675E-06  0.0000E+00
  7.9445E-05  2.6603E-01  2.7955E+02  1.2016E+00  8.4274E-04  1.9732E+05  0.0000E+00  0.0000E+00  1.4833E-05  0.0000E+00
  9.1125E-05  3.0680E-01  2.7955E+02  1.2016E+00  1.3265E-03  1.5026E+05  0.0000E+00  0.0000E+00  3.0974E-05  0.0000E+00
  1.0351E-04  3.5047E-01  2.7955E+02  1.2016E+00  2.0216E-03  1.1668E+05  0.0000E+00  0.0000E+00  6.1426E-05  0.0000E+00
  1.1663E-04  3.9725E-01  2.7955E+02  1.2016E+00  2.9995E-03  9.2109E+04  0.0000E+00  0.0000E+00  1.1667E-04  0.0000E+00
