  8.8925E-01  4.1755E-03
  8.9200E-01  4.0955E-03
  8.9447E-01  3.7784E-03
  8.9669E-01  3.4885E-03
  8.9869E-01  3.2737E-03
  9.0049E-01  3.1031E-03
  9.0211E-01  2.9485E-03
  9.0357E-01  2.7942E-03
  9.0488E-01  2.6364E-03
  9.0608E-01  2.4715E-03
  9.0720E-01  2.3005E-03
  9.0824E-01  2.1201E-03
  9.0922E-01  1.9298E-03
  9.1012E-01  1.7344E-03
  9.1101E-01  1.5183E-03
  9.1180E-01  1.3030E-03
  9.1255E-01  1.1149E-03
  9.1324E-01  9.7802E-04
  9.1386E-01  8.9728E-04
  9.1442E-01  8.4707E-04
  9.1500E-01  8.0566E-04
  9.1558E-01  7.7079E-04
  9.1615E-01  7.4144E-04
  9.1674E-01  7.1529E-04
  9.1736E-01  6.9267E-04
  9.1797E-01  6.7501E-04
  9.1858E-01  6.6035E-04
  9.1923E-01  6.4815E-04
  9.1992E-01  6.3884E-04
  9.2065E-01  6.3286E-04
  9.2141E-01  6.3036E-04
  9.2222E-01  6.3126E-04
  9.2307E-01  6.3567E-04
  9.2398E-01  6.4374E-04
  9.2492E-01  6.5508E-04
  9.2590E-01  6.6913E-04
  9.2693E-01  6.8569E-04
  9.2803E-01  7.0408E-04
  9.2916E-01  7.2285E-04
  9.3028E-01  7.4065E-04
  9.3142E-01  7.5682E-04
  9.3264E-01  7.7097E-04
  9.3390E-01  7.8521E-04
  9.3524E-01  8.0171E-04
  9.3655E-01  8.1940E-04
  9.3788E-01  8.3883E-04
  9.3930E-01  8.6084E-04
  9.4075E-01  8.8451E-04
  9.4228E-01  9.1044E-04
  9.4378E-01  9.3661E-04
  9.4522E-01  9.6214E-04
  9.4672E-01  9.8876E-04
  9.4831E-01  1.0166E-03
  9.5000E-01  1.0453E-03
  9.5178E-01  1.0743E-03
  9.5367E-01  1.1028E-03
  9.5568E-01  1.1299E-03
  9.5781E-01  1.1543E-03
  9.6006E-01  1.1746E-03
  9.6245E-01  1.1886E-03
  9.6489E-01  1.1947E-03
  9.6737E-01  1.1963E-03
  9.7001E-01  1.1950E-03
  9.7280E-01  1.1911E-03
  9.7576E-01  1.1848E-03
  9.7890E-01  1.1764E-03
  9.8223E-01  1.1657E-03
  9.8576E-01  1.1531E-03
  9.8949E-01  1.1385E-03
  9.9346E-01  1.1220E-03
  9.9766E-01  1.1036E-03
  1.0021E+00  1.0835E-03
  1.0068E+00  1.0617E-03
  1.0118E+00  1.0382E-03
  1.0171E+00  1.0132E-03
  1.0228E+00  9.8681E-04
  1.0287E+00  9.5906E-04
  1.0350E+00  9.3020E-04
  1.0416E+00  9.0090E-04
  1.0484E+00  8.7137E-04
  1.0555E+00  8.4194E-04
  1.0628E+00  8.1330E-04
  1.0702E+00  7.8567E-04
  1.0777E+00  7.5968E-04
  1.0845E+00  7.3767E-04
  1.0911E+00  7.1750E-04
  1.0979E+00  6.9865E-04
  1.1047E+00  6.8145E-04
  1.1116E+00  6.6573E-04
  1.1187E+00  6.5164E-04
  1.1257E+00  6.3939E-04
  1.1329E+00  6.2894E-04
  1.1401E+00  6.2046E-04
  1.1473E+00  6.1385E-04
  1.1547E+00  6.0920E-04
  1.1617E+00  6.0644E-04
  1.1688E+00  6.0535E-04
  1.1758E+00  6.0582E-04
  1.1830E+00  6.0792E-04
  1.1902E+00  6.1137E-04
  1.1975E+00  6.1629E-04
  1.2049E+00  6.2228E-04
  1.2125E+00  6.2981E-04
  1.2200E+00  6.3793E-04
  1.2277E+00  6.4722E-04
  1.2357E+00  6.5725E-04
  1.2439E+00  6.6803E-04
  1.2506E+00  6.7697E-04
 -9.9900E+02 -9.9900E+02
