   107
  0.0000E+00  0.0000E+00
  9.3127E-02  9.3171E-02
  1.9370E-01  1.9390E-01
  3.0233E-01  3.0279E-01
  4.1964E-01  4.2054E-01
  5.4634E-01  5.4786E-01
  6.8317E-01  6.8555E-01
  8.3095E-01  8.3447E-01
  9.9056E-01  9.9555E-01
  1.1629E+00  1.1698E+00
  1.3491E+00  1.3583E+00
  1.5501E+00  1.5623E+00
  1.7673E+00  1.7830E+00
  2.0018E+00  2.0217E+00
  2.2551E+00  2.2799E+00
  2.5286E+00  2.5590E+00
  2.8240E+00  2.8604E+00
  3.1431E+00  3.1852E+00
  3.4876E+00  3.5343E+00
  3.8598E+00  3.9077E+00
  4.2617E+00  4.3047E+00
  4.6957E+00  4.7230E+00
  5.1645E+00  5.1588E+00
  5.6708E+00  5.6072E+00
  6.2176E+00  6.0621E+00
  6.8081E+00  6.5175E+00
  7.4459E+00  6.9677E+00
  8.1347E+00  7.4084E+00
  8.8786E+00  7.8366E+00
  9.6820E+00  8.2504E+00
  1.0550E+01  8.6489E+00
  1.1487E+01  9.0320E+00
  1.2499E+01  9.4002E+00
  1.3592E+01  9.7540E+00
  1.4772E+01  1.0094E+01
  1.6047E+01  1.0422E+01
  1.7424E+01  1.0738E+01
  1.8911E+01  1.1044E+01
  2.0517E+01  1.1340E+01
  2.2252E+01  1.1627E+01
  2.4125E+01  1.1906E+01
  2.6148E+01  1.2178E+01
  2.8333E+01  1.2443E+01
  3.0693E+01  1.2702E+01
  3.3242E+01  1.2956E+01
  3.5994E+01  1.3205E+01
  3.8967E+01  1.3450E+01
  4.2177E+01  1.3691E+01
  4.5644E+01  1.3929E+01
  4.9389E+01  1.4165E+01
  5.3433E+01  1.4398E+01
  5.7801E+01  1.4630E+01
  6.2518E+01  1.4860E+01
  6.7613E+01  1.5090E+01
  7.3115E+01  1.5319E+01
  7.9057E+01  1.5549E+01
  8.5475E+01  1.5778E+01
  9.2406E+01  1.6009E+01
  9.9891E+01  1.6242E+01
  1.0798E+02  1.6476E+01
  1.1671E+02  1.6713E+01
  1.2614E+02  1.6952E+01
  1.3632E+02  1.7195E+01
  1.4732E+02  1.7442E+01
  1.5920E+02  1.7693E+01
  1.7202E+02  1.7950E+01
  1.8588E+02  1.8211E+01
  2.0084E+02  1.8479E+01
  2.1700E+02  1.8754E+01
  2.3446E+02  1.9036E+01
  2.5330E+02  1.9327E+01
  2.7366E+02  1.9626E+01
  2.9565E+02  1.9935E+01
  3.1939E+02  2.0254E+01
  3.4503E+02  2.0585E+01
  3.7273E+02  2.0927E+01
  4.0263E+02  2.1283E+01
  4.3494E+02  2.1653E+01
  4.6982E+02  2.2037E+01
  5.0750E+02  2.2437E+01
  5.4819E+02  2.2855E+01
  5.9213E+02  2.3290E+01
  6.3959E+02  2.3745E+01
  6.9084E+02  2.4221E+01
  7.4619E+02  2.4718E+01
  8.0597E+02  2.5238E+01
  8.7053E+02  2.5783E+01
  9.4025E+02  2.6354E+01
  1.0155E+03  2.6952E+01
  1.0969E+03  2.7579E+01
  1.1847E+03  2.8236E+01
  1.2795E+03  2.8926E+01
  1.3819E+03  2.9648E+01
  1.4925E+03  3.0405E+01
  1.6120E+03  3.1195E+01
  1.7410E+03  3.2019E+01
  1.8803E+03  3.2874E+01
  2.0307E+03  3.3754E+01
  2.1931E+03  3.4650E+01
  2.3685E+03  3.5569E+01
  2.5579E+03  3.6532E+01
  2.7624E+03  3.7538E+01
  2.9832E+03  3.8499E+01
  3.2216E+03  3.8993E+01
  3.4791E+03  3.9064E+01
  3.7571E+03  3.9067E+01
  4.0574E+03  3.9067E+01
